STUDENT_NUMBER,Academic_Year,Faculty,Programme_Code,Programme_Name,Programme_Duration_Years,Year_Level,Gender,Race,NSFAS_Flag,Residence_Flag,First_Generation_Flag,Entry_APS_Band,Expected_Credits_ToDate,Prior_Credits_Passed,Current_Year_Expected_Credits,Current_Credits_Passed,Total_Credits_Passed,Credit_Completion_Current_Pct,Credit_Completion_ToDate_Pct,Current_Module_Count,Failed_Module_Count,Failed_Gateway_Module_Count,Non_Submitted_Assessment_Count,Failed_Assessment_Count,Student_Overall_CA_Average,Student_Final_Average,Programme_Final_Average,Difference_From_Programme_Avg,Early_At_Risk_Flag,End_At_Risk_Flag,Progression_Risk_Level,Recommended_Action,Equity_Review_Group
4260289,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,Coloured,No,No,Yes,40-44,360,240,120,120,360,1.0,1.0,4,0,0,0,0,73.6,73.6,50.5,23.1,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS No | Residence No
4260290,2026,EMS,BCOM,Bachelor of Commerce,3,2,Male,African,Yes,No,Yes,35-39,240,120,120,120,240,1.0,1.0,4,0,0,1,1,73.5,75.1,50.5,24.6,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260291,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,Yes,No,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,1,0,68.2,68.0,50.5,17.5,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260292,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,Yes,No,Yes,35-39,360,240,120,0,240,0.0,0.6667,4,4,3,4,9,30.4,29.1,50.5,-21.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260293,2026,EMS,BCOM,Bachelor of Commerce,3,1,Female,African,Yes,No,Yes,35-39,120,0,120,30,30,0.25,0.25,4,3,3,1,11,40.7,41.0,50.5,-9.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260294,2026,EMS,BCOM,Bachelor of Commerce,3,2,Female,African,No,No,Yes,35-39,240,120,120,90,210,0.75,0.875,4,1,1,1,1,69.0,56.8,50.5,6.3,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260295,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,No,Yes,30-34,120,0,120,60,60,0.5,0.5,4,2,2,0,9,43.5,46.2,50.5,-4.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260296,2026,EMS,BCOM,Bachelor of Commerce,3,3,Female,African,Yes,No,No,35-39,360,240,120,120,360,1.0,1.0,4,0,0,1,3,57.6,62.8,50.5,12.3,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260297,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,Yes,No,45+,120,0,120,90,90,0.75,0.75,4,1,1,1,4,53.1,58.2,50.5,7.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4260298,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,No,No,35-39,120,0,120,0,0,0.0,0.0,4,4,3,3,9,41.6,34.0,50.5,-16.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260299,2026,EMS,BCOM,Bachelor of Commerce,3,3,Male,Coloured,Yes,Yes,No,35-39,360,240,120,60,300,0.5,0.8333,4,2,2,1,4,54.0,51.9,50.5,1.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4260300,2026,EMS,BCOM,Bachelor of Commerce,3,1,Male,African,No,No,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,2,57.9,57.8,50.5,7.3,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260301,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,Coloured,Yes,Yes,No,40-44,120,0,120,120,120,1.0,1.0,4,0,0,0,3,61.2,63.2,48.6,14.5,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence Yes
4260302,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,Coloured,Yes,No,Yes,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,0,70.7,70.8,48.6,22.2,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260303,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,Coloured,No,Yes,No,40-44,120,0,120,0,0,0.0,0.0,4,4,3,0,10,48.5,47.4,48.6,-1.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence Yes
4260304,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,African,Yes,No,Yes,45+,360,240,120,90,330,0.75,0.9167,4,1,1,3,2,45.2,54.5,48.6,5.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260305,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,Indian,Yes,Yes,Yes,35-39,360,240,120,60,300,0.5,0.8333,4,2,2,2,5,45.2,47.3,48.6,-1.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260306,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,Coloured,No,No,Yes,30-34,120,0,120,30,30,0.25,0.25,4,3,3,3,10,36.7,34.0,48.6,-14.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260307,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Male,African,No,No,Yes,35-39,360,240,120,60,300,0.5,0.8333,4,2,2,1,5,47.0,52.8,48.6,4.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260308,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,African,Yes,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,3,1,11,40.3,42.2,48.6,-6.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260309,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,Coloured,Yes,Yes,No,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,4,55.8,57.6,48.6,8.9,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence Yes
4260310,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,Other/Not disclosed,No,No,Yes,35-39,240,120,120,30,150,0.25,0.625,4,3,3,3,5,35.6,42.5,48.6,-6.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260311,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,Other/Not disclosed,No,No,Yes,40-44,240,120,120,90,210,0.75,0.875,4,1,1,1,3,47.0,50.5,48.6,1.9,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260312,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,Coloured,Yes,No,No,40-44,360,240,120,0,240,0.0,0.6667,4,4,3,2,13,33.4,33.5,48.6,-15.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260313,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Male,African,No,No,Yes,40-44,240,120,120,90,210,0.75,0.875,4,1,1,2,1,63.8,59.3,48.6,10.6,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260314,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,African,Yes,No,No,35-39,360,240,120,90,330,0.75,0.9167,4,1,0,1,1,60.3,54.6,48.6,6.0,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260315,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,African,Yes,No,Yes,40-44,120,0,120,30,30,0.25,0.25,4,3,2,0,12,47.6,43.4,48.6,-5.2,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260316,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,African,No,Yes,Yes,35-39,120,0,120,60,60,0.5,0.5,4,2,2,1,7,44.4,49.1,48.6,0.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence Yes
4260317,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,African,No,No,Yes,30-34,240,120,120,90,210,0.75,0.875,4,1,0,1,4,58.7,54.8,48.6,6.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260318,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,African,Yes,No,No,35-39,120,0,120,0,0,0.0,0.0,4,4,3,3,8,34.3,36.6,48.6,-12.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260319,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,Coloured,Yes,No,Yes,30-34,360,240,120,0,240,0.0,0.6667,4,4,3,2,8,41.0,38.4,48.6,-10.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260320,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,African,Yes,Yes,Yes,40-44,120,0,120,0,0,0.0,0.0,4,4,3,2,14,30.1,35.9,48.6,-12.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260321,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,Coloured,No,No,Yes,30-34,240,120,120,60,180,0.5,0.75,4,2,2,1,4,52.1,53.5,48.6,4.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260322,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,African,Yes,Yes,No,35-39,360,240,120,90,330,0.75,0.9167,4,1,1,0,5,57.1,57.2,48.6,8.6,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260323,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,African,Yes,No,No,35-39,360,180,120,30,210,0.25,0.5833,4,3,2,2,9,40.2,41.3,48.6,-7.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260324,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,African,No,No,Yes,35-39,120,0,120,60,60,0.5,0.5,4,2,1,1,3,45.9,50.6,48.6,2.0,No,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260325,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,Coloured,No,Yes,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,3,1,10,39.5,39.3,48.6,-9.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence Yes
4260326,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,Coloured,No,Yes,No,40-44,360,240,120,60,300,0.5,0.8333,4,2,2,0,5,64.2,60.6,48.6,12.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence Yes
4260327,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Male,Coloured,Yes,Yes,Yes,40-44,240,120,120,90,210,0.75,0.875,4,1,1,0,4,52.9,55.2,48.6,6.5,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence Yes
4260328,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Male,Coloured,Yes,Yes,Yes,30-34,240,120,120,60,180,0.5,0.75,4,2,2,2,5,41.6,47.1,48.6,-1.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence Yes
4260329,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,Coloured,No,Yes,Yes,35-39,120,0,120,120,120,1.0,1.0,4,0,0,1,5,56.0,58.0,48.6,9.4,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence Yes
4260330,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,African,Yes,No,Yes,30-34,120,0,120,0,0,0.0,0.0,4,4,3,1,12,41.2,37.0,48.6,-11.7,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260331,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,Coloured,Yes,Yes,Yes,35-39,360,240,120,0,240,0.0,0.6667,4,4,3,3,9,31.0,39.3,48.6,-9.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence Yes
4260332,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,African,No,No,Yes,40-44,120,0,120,60,60,0.5,0.5,4,2,2,2,1,48.4,50.7,48.6,2.0,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260333,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,African,Yes,No,No,35-39,120,0,120,30,30,0.25,0.25,4,3,3,1,8,39.5,42.7,48.6,-5.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260334,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,African,Yes,No,Yes,35-39,360,240,120,120,360,1.0,1.0,4,0,0,0,4,61.4,64.1,48.6,15.4,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260335,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,African,Yes,No,No,35-39,120,0,120,90,90,0.75,0.75,4,1,1,1,1,64.5,59.5,48.6,10.8,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260336,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,Other/Not disclosed,Yes,No,No,35-39,120,0,120,90,90,0.75,0.75,4,1,1,2,3,49.3,51.6,48.6,3.0,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260337,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Male,African,No,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,3,1,12,40.3,35.8,48.6,-12.9,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence No
4260338,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,African,Yes,No,No,30-34,120,0,120,60,60,0.5,0.5,4,2,1,2,6,42.8,47.8,48.6,-0.8,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260339,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,Coloured,No,No,Yes,35-39,240,120,120,90,210,0.75,0.875,4,1,1,2,4,55.2,55.9,48.6,7.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS No | Residence No
4260340,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,Coloured,No,No,No,35-39,360,240,120,0,240,0.0,0.6667,4,4,3,0,11,40.5,40.3,48.6,-8.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260341,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Male,Coloured,Yes,No,No,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,0,70.6,70.0,48.6,21.4,No,No,On Track,Routine monitoring and positive reinforcement,Male | NSFAS Yes | Residence No
4260342,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,African,Yes,No,No,40-44,120,0,120,60,60,0.5,0.5,4,2,2,1,4,56.5,57.1,48.6,8.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260343,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,African,Yes,No,Yes,35-39,240,120,120,120,240,1.0,1.0,4,0,0,0,0,78.5,80.8,48.6,32.1,No,No,On Track,Routine monitoring and positive reinforcement,Female | NSFAS Yes | Residence No
4260344,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,Coloured,No,No,Yes,35-39,240,120,120,0,120,0.0,0.5,4,4,3,1,11,42.6,37.2,48.6,-11.5,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260345,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,Indian,Yes,No,No,30-34,120,0,120,0,0,0.0,0.0,4,4,3,1,13,34.3,39.1,48.6,-9.6,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260346,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Male,African,Yes,No,No,40-44,120,0,120,90,90,0.75,0.75,4,1,1,0,5,52.0,53.3,48.6,4.7,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS Yes | Residence No
4260347,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Male,Coloured,Yes,No,Yes,40-44,240,120,120,0,120,0.0,0.5,4,4,3,3,7,34.3,39.6,48.6,-9.1,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS Yes | Residence No
4260348,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,African,Yes,No,Yes,45+,240,120,120,60,180,0.5,0.75,4,2,1,2,3,46.6,48.4,48.6,-0.3,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260349,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Male,African,No,No,Yes,35-39,360,240,120,90,330,0.75,0.9167,4,1,1,1,2,65.7,55.2,48.6,6.6,No,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260350,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,Coloured,Yes,No,No,30-34,360,240,120,90,330,0.75,0.9167,4,1,1,1,5,51.2,55.3,48.6,6.6,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260351,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,African,No,No,No,35-39,240,120,120,60,180,0.5,0.75,4,2,2,1,4,57.1,57.0,48.6,8.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
4260352,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,Coloured,Yes,No,Yes,30-34,240,120,120,30,150,0.25,0.625,4,3,3,0,12,46.8,49.0,48.6,0.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS Yes | Residence No
4260353,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Female,African,Yes,No,No,45+,240,120,120,120,240,1.0,1.0,4,0,0,2,4,55.8,58.6,48.6,9.9,Yes,No,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence No
4260354,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Male,White,No,Yes,Yes,40-44,240,120,120,60,180,0.5,0.75,4,2,2,2,3,59.2,60.1,48.6,11.4,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Male | NSFAS No | Residence Yes
4260355,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,2,Male,African,No,No,Yes,30-34,240,120,120,60,180,0.5,0.75,4,2,1,3,5,42.3,48.6,48.6,0.0,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Male | NSFAS No | Residence No
4260356,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,3,Female,Other/Not disclosed,Yes,Yes,No,30-34,360,240,120,90,330,0.75,0.9167,4,1,1,1,1,60.2,60.8,48.6,12.2,Yes,Yes,Watch,"Advisor or lecturer check-in, targeted tutorial support and weekly monitoring",Female | NSFAS Yes | Residence Yes
4260357,2026,EMS,BCOM_IS,Bachelor of Commerce: Information Systems,3,1,Female,African,No,No,No,30-34,120,0,120,60,60,0.5,0.5,4,2,2,2,1,49.4,55.0,48.6,6.3,Yes,Yes,High Risk,"Immediate student success intervention, academic advising, module lecturer follow-up and support referral",Female | NSFAS No | Residence No
